,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
354,Patient Status Code,"Effective with NCH version H, the code on an inpatient/SNF and hospice claim, indicating whether the beneficiary was discharged, died, or is still a patient (used for internal CWFMQA editing purposes). Note: During the NCH version H conversion this field was populated throughout history (back to service year 1991). [NCH]",ExplanationOfBenefit,"['Hospice', 'Inpatient']",ExplanationOfBenefit.supportingInfo.where(code.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NCH-PTNT-STUS-IND-CD').code.coding.code,,,V2_MDCR_CLM_INSTNL,CLM_MDCR_NCH_PTNT_STUS_IND_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NCH-PTNT-STUS-IND-CD,,,['CMS']
355,Claim Line Prior Authorization Unique Tracking Number (Adjudicated),The unique tracking number for the prior authorization associated with this claim line from claims.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Inpatient', 'Inpatient', 'Outpatient']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_PMD_UNIQ_TRKNG_NUM').exists()).value,ALA00000047747,,V2_MDCR_CLM_LINE,CLM_LINE_PMD_UNIQ_TRKNG_NUM,,['NCH'],,,,['CMS']
356,Claim Line Prior Authorization Unique Tracking Number (Partially Adjudicated),A number identifying a unique tracking number (UTN) for a prior authorization (PA).,ExplanationOfBenefit,"['Carrier', 'DME', 'Hospice', 'Inpatient', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_PMD_UNIQ_TRKNG_NUM').exists()).value,ALA00000047747,,V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_PA_UNIQ_TRKNG_NUM,,"['FISS', 'MCS']",,,,['CMS']
357,Claim Benefit Enhancement Code 1,A code identifying the first applicable Accountable Care Organization (ACO) Benefit Enhancement Indicator (BEI) that applied to the claim.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line.",V2_MDCR_CLM_DCMTN,CLM_BNFT_ENHNCMT_1_CD,,"['FISS', 'NCH']",,['CCLFA.CLM_DEMO_1ST_NUM'],,['CMS']
358,Claim Benefit Enhancement Code 2,A code identifying the second applicable Accountable Care Organization (ACO) Benefit Enhancement Indicator (BEI) that applied to the claim.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line.",V2_MDCR_CLM_DCMTN,CLM_BNFT_ENHNCMT_2_CD,,"['FISS', 'NCH']",,['CCLFA.CLM_DEMO_2ND_NUM'],,['CMS']
359,Claim Benefit Enhancement Code 3,A code identifying the third applicable Accountable Care Organization (ACO) Benefit Enhancement Indicator (BEI) that applied to the claim.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line.",V2_MDCR_CLM_DCMTN,CLM_BNFT_ENHNCMT_3_CD,,"['FISS', 'NCH']",,['CCLFA.CLM_DEMO_3RD_NUM'],,['CMS']
360,Claim Benefit Enhancement Code 4,A code identifying the fourth applicable Accountable Care Organization (ACO) Benefit Enhancement Indicator (BEI) that applied to the claim.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line.",V2_MDCR_CLM_DCMTN,CLM_BNFT_ENHNCMT_4_CD,,"['FISS', 'NCH']",,['CCLFA.CLM_DEMO_4TH_NUM'],,['CMS']
361,Claim Benefit Enhancement Code 5,A code identifying the fifth applicable Accountable Care Organization (ACO) Benefit Enhancement Indicator (BEI) that applied to the claim.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line.",V2_MDCR_CLM_DCMTN,CLM_BNFT_ENHNCMT_5_CD,,"['FISS', 'NCH']",,['CCLFA.CLM_DEMO_5TH_NUM'],,['CMS']
362,Claim NGACO PBPMT Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains population-based payments (PBP). N = If applicable codes are found and none of the five NG ACO indicator codes contains PBP. Null = Default",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NGACO_PBPMT_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_BNFT_ENHNCMT_X_CD  = 1, else N.",V2_MDCR_CLM_DCMTN,CLM_NGACO_PBPMT_SW,,['NCH'],,['CCLFA.CLM_NGACO_PBPMT_SW'],,['CMS']
363,Claim NGACO Post Discharge HCBS Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains post-discharge home visits. N = If applicable codes are found and none of the five NG ACO indicator codes contains post-discharge home visits. Null = Default",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NGACO_PDSCHRG_HCBS_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_BNFT_ENHNCMT_X_CD  = 3, else N.",V2_MDCR_CLM_DCMTN,CLM_NGACO_PDSCHRG_HCBS_SW,,['NCH'],,['CCLFA.CLM_NGACO_PDSCHRG_HCBS_SW'],,['CMS']
364,Claim NGACO SNF Waiver Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains 3-day SNF waiver. N = If applicable codes are found and none of the five NG ACO indicator codes contains 3-day SNF waiver. Null = Default",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NGACO_SNF_WVR_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_BNFT_ENHNCMT_X_CD  = 4, else N.",V2_MDCR_CLM_DCMTN,CLM_NGACO_SNF_WVR_SW,,['NCH'],,['CCLFA.CLM_NGACO_SNF_WVR_SW'],,['CMS']
365,Claim NGACO Telehealth Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains telehealth. N = If applicable codes are found and none of the five NG ACO indicator codes contains telehealth. Null = Default",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NGACO_TLHLTH_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_BNFT_ENHNCMT_X_CD  = 2, else N.",V2_MDCR_CLM_DCMTN,CLM_NGACO_TLHLTH_SW,,['NCH'],,['CCLFA.CLM_NGACO_TLHLTH_SW'],,['CMS']
366,Claim NGACO Capitation Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains capitation. N = If applicable codes are found and none of the five NG ACO indicator codes contains capitation. Null = Default",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NGACO_CPTATN_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_BNFT_ENHNCMT_X_CD  = 5, else N.",V2_MDCR_CLM_DCMTN,CLM_NGACO_CPTATN_SW,,['NCH'],,['CCLFA.CLM_NGACO_CPTATN_SW'],,['CMS']
367,Claim ACO Care Management HCBS Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim line Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim line NG ACO indicator codes contains care management home visits. N = If applicable codes are found and none of the five NG ACO indicator codes contains care management home visits. Null = Default",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_ACO_CARE_MGMT_HCBS_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_BNFT_ENHNCMT_X_CD  = 7, else N.",V2_MDCR_CLM_DCMTN,CLM_ACO_CARE_MGMT_HCBS_SW,,['NCH'],,['CCLFA.CLM_NGACO_CMG_WVR_SW'],,['CMS']
368,Claim Line NGACO PBPMT Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim line Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains population-based payments (PBP). N = If applicable codes are found and none of the five NG ACO indicator codes contains PBP. Null = Default",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_NGACO_PBPMT_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_LINE_BNFT_ENHNCMT_X_CD = 1, else N.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_NGACO_PBPMT_SW,,['NCH'],,['CCLFB.CLM_LINE_NGACO_PBPMT_SW'],,['CMS']
369,Claim Line NGACO Post Discharge HCBS Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim line Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains post-discharge home visits. N = If applicable codes are found and none of the five NG ACO indicator codes contains post-discharge home visits. Null = Default",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_NGACO_PDSCHRG_HCBS_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_LINE_BNFT_ENHNCMT_X_CD = 3, else N.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_NGACO_PDSCHRG_HCBS_SW,,['NCH'],,['CCLFB.CLM_LINE_NGACO_PDSCHRG_HCBS_SW'],,['CMS']
370,Claim Line NGACO SNF Waiver Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim line Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains 3-day SNF waiver. N = If applicable codes are found and none of the five NG ACO indicator codes contains 3-day SNF waiver. Null = Default",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_NGACO_SNF_WVR_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_LINE_BNFT_ENHNCMT_X_CD = 4, else N.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_NGACO_SNF_WVR_SW,,['NCH'],,['CCLFB.CLM_LINE_NGACO_SNF_WVR_SW'],,['CMS']
371,Claim Line NGACO Telehealth Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim line Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains telehealth. N = If applicable codes are found and none of the five NG ACO indicator codes contains telehealth. Null = Default",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_NGACO_TLHLTH_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_LINE_BNFT_ENHNCMT_X_CD = 2, else N.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_NGACO_TLHLTH_SW,,['NCH'],,['CCLFB.CLM_LINE_NGACO_TLHLTH_SW'],,['CMS']
372,Claim Line NGACO Capitation Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim line Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim NG ACO indicator codes contains capitation. N = If applicable codes are found and none of the five NG ACO indicator codes contains capitation. Null = Default",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_NGACO_CPTATN_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_LINE_BNFT_ENHNCMT_X_CD = 5, else N.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_NGACO_CPTATN_SW,,['NCH'],,['CCLFB.CLM_LINE_NGACO_CPTATN_SW'],,['CMS']
373,Claim Line ACO Care Management HCBS Switch,"An Integrated Data Repository (IDR) derived indicator based on the claim line Next Generation (NG) Accountable Care Organization (ACO) indicator code from CWF (Common Working File), which identifies claims that qualify for specific claim processing edits. Valid values: Y = If any of the five claim line NG ACO indicator codes contains care management home visits. N = If applicable codes are found and none of the five NG ACO indicator codes contains care management home visits. Null = Default",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_ACO_CARE_MGMT_HCBS_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_LINE_BNFT_ENHNCMT_X_CD = 7, else N.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_ACO_CARE_MGMT_HCBS_SW,,['NCH'],,['CCLFB.CLM_NGACO_CMG_WVR_SW'],,['CMS']
374,Claim Line Benefit Enhancement 1 Code,A code identifying the first applicable Accountable Care Organization (ACO) Benefit Enhancement Indicator (BEI) that applied to the claim line. Reference table: CLM_BNFT_ENHNCMT_CD,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line. The infoSequence element on the ExplanationOfBenefit.item can be used to determine which are relevant to a given claim line.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_BNFT_ENHNCMT_1_CD,,"['MCS', 'NCH']",,['CCLFB.CLM_DEMO_1ST_NUM'],,['CMS']
